,label,nbPixels,meanB0,varB0,mean__012019,valid_012019,std___012019,nan___012019,NDVI_012019,mean__022019,valid_022019,std___022019,nan___022019,NDVI_022019,mean__032019,valid_032019,std___032019,nan___032019,NDVI_032019,mean__042019,valid_042019,std___042019,nan___042019,NDVI_042019,valid_052019,nan___052019,mean__052019,std___052019,NDVI_052019,mean__062019,valid_062019,std___062019,nan___062019,NDVI_062019,valid_072019,nan___072019,mean__072019,std___072019,NDVI_072019,valid_082019,nan___082019,mean__082019,std___082019,NDVI_082019,mean__092019,valid_092019,std___092019,nan___092019,NDVI_092019,mean__102019,valid_102019,std___102019,nan___102019,NDVI_102019,mean__112019,valid_112019,std___112019,nan___112019,NDVI_112019,mean__122019,valid_122019,std___122019,nan___122019,NDVI_122019,mean__012020,valid_012020,std___012020,nan___012020,NDVI_012020,mean__022020,valid_022020,std___022020,nan___022020,NDVI_022020,mean__032020,valid_032020,std___032020,nan___032020,NDVI_032020,mean__042020,valid_042020,std___042020,nan___042020,NDVI_042020,mean__052020,valid_052020,std___052020,nan___052020,NDVI_052020,mean__062020,valid_062020,std___062020,nan___062020,NDVI_062020,mean__072020,valid_072020,std___072020,nan___072020,NDVI_072020,mean__082020,valid_082020,std___082020,nan___082020,NDVI_082020,mean__092020,valid_092020,std___092020,nan___092020,NDVI_092020,mean__102020,valid_102020,std___102020,nan___102020,NDVI_102020,mean__112020,valid_112020,std___112020,nan___112020,NDVI_112020,mean__122020,valid_122020,std___122020,nan___122020,NDVI_122020,mean__012021,valid_012021,std___012021,nan___012021,NDVI_012021,mean__022021,valid_022021,std___022021,nan___022021,NDVI_022021,mean__032021,valid_032021,std___032021,nan___032021,NDVI_032021,mean__042021,valid_042021,std___042021,nan___042021,NDVI_042021,mean__052021,valid_052021,std___052021,nan___052021,NDVI_052021,mean__062021,valid_062021,std___062021,nan___062021,NDVI_062021,mean__072021,valid_072021,std___072021,nan___072021,NDVI_072021,mean__082021,valid_082021,std___082021,nan___082021,NDVI_082021,mean__092021,valid_092021,std___092021,nan___092021,NDVI_092021,mean__102021,valid_102021,std___102021,nan___102021,NDVI_102021,mean__112021,valid_112021,std___112021,nan___112021,NDVI_112021,mean__122021,valid_122021,std___122021,nan___122021,NDVI_122021,mean__012022,valid_012022,std___012022,nan___012022,NDVI_012022,mean__022022,valid_022022,std___022022,nan___022022,NDVI_022022,mean__032022,valid_032022,std___032022,nan___032022,NDVI_032022
33,10023,119,0.303169190883636,0.001188399386592,0.2634,119,0.03,0,26.3378,0.2884,119,0.0374,0,28.838,0.2911,119,0.0417,0,29.1128,0.3511,119,0.045,0,35.1099,0,119,,,,0.6792,119,0.1131,0,67.9227,0,119,,,,116,3,0.6116,0.1085,61.1561,0.7034,119,0.0301,0,70.3352,0.6992,119,0.0286,0,69.9228,0.6299,119,0.0353,0,62.9887,0.5112,119,0.0446,0,51.1162,0.2752,119,0.0336,0,27.518,0.2108,119,0.0236,0,21.0757,0.3049,119,0.0524,0,30.4946,0.4301,119,0.0543,0,43.0063,0.3723,119,0.0501,0,37.2254,0.5781,119,0.0965,0,57.8109,0.3946,37,0.0705,82,39.4621,0.4057,113,0.0782,6,40.5723,,0,,119,,0.7218,119,0.0357,0,72.1781,0.4774,119,0.0648,0,47.7431,0.2867,119,0.0498,0,28.6652,0.2797,119,0.0481,0,27.9715,0.1779,119,0.0206,0,17.7916,0.2039,119,0.0338,0,20.3944,0.295,119,0.0352,0,29.4983,0.583,119,0.0857,0,58.3002,0.4858,119,0.0788,0,48.5774,0.2749,115,0.048,4,27.4883,0.6115,103,0.0824,16,61.147,0.3599,2,0.0049,117,35.9858,0.5256,118,0.0981,1,52.5634,0.4736,119,0.0767,0,47.3571,0.3195,119,0.0614,0,31.9489,0.2296,119,0.0308,0,22.9596,0.162,119,0.0248,0,16.2039,0.2175,119,0.0283,0,21.7469
34,11142,178,0.223235413432121,0.000405505561503,0.199,178,0.0216,0,19.9019,0.2187,178,0.0232,0,21.8711,0.2216,178,0.0309,0,22.1615,0.3166,178,0.0528,0,31.663,0,178,,,,0.7127,178,0.0734,0,71.2661,0,178,,,,170,8,0.6798,0.0585,67.98,0.6333,117,0.0697,61,63.3273,0.6052,178,0.0883,0,60.5204,0.536,178,0.041,0,53.6049,0.3547,178,0.0531,0,35.4741,0.1988,178,0.0163,0,19.8761,0.1583,178,0.0112,0,15.8267,0.2237,178,0.0375,0,22.375,0.4309,178,0.0599,0,43.0869,0.3509,178,0.0441,0,35.0855,0.6943,178,0.0653,0,69.4263,0.382,55,0.1475,123,38.2001,0.4608,148,0.0694,30,46.0805,,0,,178,,0.666,178,0.0708,0,66.6048,0.3471,178,0.0633,0,34.7103,0.1916,178,0.0263,0,19.1601,0.1963,178,0.0278,0,19.6255,0.1337,178,0.0119,0,13.3738,0.1602,178,0.0576,0,16.0197,0.2839,174,0.0392,4,28.3898,0.5812,178,0.0728,0,58.1186,0.4502,178,0.1408,0,45.0178,0.3498,178,0.0973,0,34.9818,0.5589,164,0.0658,14,55.8944,0.3095,6,0.0014,172,30.949,0.6201,178,0.0645,0,62.0114,0.3585,178,0.0443,0,35.8507,0.2439,178,0.0272,0,24.391,0.1867,178,0.0154,0,18.6693,0.1295,178,0.0123,0,12.9513,0.1901,178,0.0226,0,19.0122
35,8940,235,0.238469779491425,0.000115227492643,0.2318,235,0.0161,0,23.1771,0.2173,235,0.0214,0,21.7251,0.2163,235,0.027,0,21.6268,0.2936,235,0.0329,0,29.3575,0,235,,,,0.5835,235,0.1114,0,58.3523,0,235,,,,216,19,0.4312,0.1368,43.1215,0.6149,235,0.0629,0,61.4914,0.598,174,0.062,61,59.8019,0.5506,235,0.0726,0,55.0644,0.4378,235,0.0399,0,43.7762,0.2351,235,0.0129,0,23.5069,0.1728,235,0.0093,0,17.2812,0.1913,235,0.0135,0,19.126,0.3237,235,0.0481,0,32.3704,0.2597,235,0.0408,0,25.9726,0.3063,235,0.1271,0,30.6319,0.3449,235,0.0568,0,34.4892,0.3001,104,0.036,131,30.011,0.4619,3,0.0293,232,46.1859,0.67,235,0.0665,0,67.0034,0.4187,235,0.0483,0,41.8662,0.2173,235,0.025,0,21.726,0.182,235,0.0151,0,18.1956,0.1284,235,0.0058,0,12.8382,0.1728,235,0.0095,0,17.282,0.2404,235,0.0193,0,24.0379,0.5054,235,0.0614,0,50.5394,0.2797,235,0.0851,0,27.9657,0.1956,142,0.0232,93,19.5551,0.507,235,0.0839,0,50.6962,0.3661,5,0.0212,230,36.6068,0.4932,203,0.1369,32,49.3188,0.4504,235,0.0822,0,45.0448,0.217,235,0.0294,0,21.6954,0.178,235,0.0146,0,17.8042,0.1195,235,0.0089,0,11.953,0.1737,235,0.0142,0,17.3699
36,9315,228,0.26785945892334,0.000427683029557,0.2613,228,0.0242,0,26.1281,0.247,228,0.0322,0,24.6972,0.2468,228,0.0418,0,24.6767,0.3166,228,0.0432,0,31.6614,0,228,,,,0.5439,228,0.1179,0,54.386,0,228,,,,197,31,0.4703,0.1116,47.0328,0.5945,228,0.0665,0,59.4462,0.6378,187,0.061,41,63.7782,0.5633,228,0.0591,0,56.3329,0.4751,228,0.0482,0,47.5086,0.2583,228,0.0187,0,25.8317,0.1864,228,0.016,0,18.641,0.2229,228,0.0356,0,22.2894,0.3751,228,0.0538,0,37.5073,0.2925,228,0.0454,0,29.2459,0.396,228,0.1506,0,39.5985,0.3877,228,0.0952,0,38.7698,0.3639,146,0.0526,82,36.3864,,0,,228,,0.6529,228,0.0659,0,65.2864,0.433,228,0.0655,0,43.2966,0.2434,228,0.0394,0,24.3439,0.1954,228,0.0277,0,19.5395,0.1353,228,0.0128,0,13.531,0.1848,228,0.0197,0,18.4773,0.2592,228,0.0245,0,25.9189,0.5097,228,0.0554,0,50.9674,0.4051,228,0.1175,0,40.5103,0.2218,54,0.051,174,22.1833,0.5678,228,0.105,0,56.7822,0.437,31,0.039,197,43.6966,0.531,205,0.1477,23,53.0964,0.4605,228,0.0703,0,46.05,0.2476,228,0.031,0,24.757,0.2006,228,0.027,0,20.0561,0.1372,228,0.0194,0,13.7215,0.1994,228,0.0241,0,19.9355
37,9287,217,0.236467584967613,0.000185158511158,0.2399,217,0.0189,0,23.9898,0.2272,217,0.0187,0,22.7234,0.2208,217,0.0226,0,22.0803,0.2973,217,0.0247,0,29.7309,0,217,,,,0.6711,217,0.0875,0,67.1106,0,217,,,,216,1,0.4557,0.1203,45.5729,0.6111,217,0.0672,0,61.1123,0.5389,92,0.0815,125,53.8866,0.5445,217,0.0649,0,54.4452,0.4328,217,0.0402,0,43.2792,0.2297,217,0.0145,0,22.9741,0.174,217,0.0116,0,17.3971,0.1939,217,0.0254,0,19.3866,0.3758,217,0.0396,0,37.5821,0.2938,217,0.0273,0,29.3848,0.3208,217,0.1056,0,32.0762,0.3083,127,0.0454,90,30.8279,0.2926,104,0.0453,113,29.2637,0.4567,25,0.1084,192,45.6695,0.6174,217,0.0586,0,61.7416,0.3576,217,0.0772,0,35.7571,0.2123,217,0.0227,0,21.2273,0.1945,217,0.0201,0,19.4489,0.132,217,0.0104,0,13.2043,0.1736,217,0.0164,0,17.364,0.2206,217,0.0323,0,22.0576,0.5456,217,0.0766,0,54.5579,0.3431,217,0.0825,0,34.3066,0.2002,197,0.03,20,20.0163,0.5941,217,0.0955,0,59.4146,,0,,217,,0.5376,175,0.0958,42,53.7573,0.4409,217,0.0993,0,44.0935,0.2358,217,0.0351,0,23.5755,0.1866,217,0.0195,0,18.6574,0.1277,217,0.0144,0,12.769,0.1844,217,0.0188,0,18.4354
38,9733,167,0.262008756399155,0.000191918341443,0.2525,167,0.0246,0,25.2473,0.2333,167,0.025,0,23.3337,0.2462,167,0.0322,0,24.623,0.2691,167,0.0433,0,26.9122,0,167,,,,0.423,167,0.1467,0,42.3038,0,167,,,,0,167,,,,0.471,167,0.0477,0,47.1048,0.6283,167,0.058,0,62.8277,0.611,167,0.0378,0,61.1012,0.5241,167,0.0353,0,52.4137,0.2595,167,0.0155,0,25.9528,0.1881,167,0.0093,0,18.808,0.1978,167,0.0272,0,19.7795,0.2661,167,0.1063,0,26.6083,0.2541,155,0.0933,12,25.4136,0.6098,167,0.0888,0,60.9758,0.5168,167,0.0724,0,51.677,0.3863,108,0.053,59,38.6315,,0,,167,,0.6456,167,0.0746,0,64.5611,0.5445,167,0.0554,0,54.4518,0.2365,167,0.0233,0,23.6541,0.2245,167,0.0288,0,22.4506,0.1459,167,0.0128,0,14.5904,0.203,167,0.0243,0,20.2972,0.2777,167,0.0414,0,27.7671,0.4178,167,0.1495,0,41.7789,0.4801,167,0.1116,0,48.0078,0.2715,163,0.0236,4,27.1543,0.3714,144,0.0724,23,37.1363,0.4348,157,0.0403,10,43.4775,0.6703,167,0.0857,0,67.0284,0.5361,167,0.0764,0,53.6101,0.288,167,0.0504,0,28.7958,0.2189,167,0.0185,0,21.8933,0.1453,167,0.0138,0,14.5304,0.1721,167,0.0273,0,17.2148
39,11215,172,0.279521405696869,0.000633027812,0.2542,172,0.023,0,25.4246,0.2564,172,0.0399,0,25.6372,0.2734,172,0.0538,0,27.3369,0.3274,172,0.0655,0,32.7425,0,172,,,,0.5926,172,0.1085,0,59.2552,0,172,,,,44,128,0.3733,0.0767,37.3324,0.6457,172,0.0513,0,64.5706,0.6487,172,0.057,0,64.8715,0.6097,172,0.0487,0,60.9721,0.5034,172,0.0479,0,50.3375,0.258,172,0.0239,0,25.7993,0.1968,172,0.0152,0,19.6815,0.2472,172,0.0451,0,24.7206,0.4404,172,0.0714,0,44.0355,0.326,172,0.0789,0,32.5978,0.55,172,0.1645,0,54.9974,0.5022,161,0.1355,11,50.2209,0.3638,64,0.0417,108,36.3797,,0,,172,,0.6591,172,0.1003,0,65.9051,0.4891,172,0.0654,0,48.9056,0.2455,172,0.0318,0,24.5494,0.2258,172,0.0309,0,22.5839,0.1483,172,0.0188,0,14.8271,0.2188,172,0.0261,0,21.878,0.3014,172,0.0603,0,30.136,0.5441,172,0.0997,0,54.4109,0.528,172,0.1102,0,52.8025,0.2511,93,0.0408,79,25.1127,0.4421,146,0.123,26,44.2055,0.4171,36,0.0296,136,41.7085,0.5365,169,0.0717,3,53.6475,0.4515,172,0.0655,0,45.1528,0.2772,172,0.0415,0,27.724,0.2197,172,0.0242,0,21.9713,0.1504,172,0.0186,0,15.0391,0.198,172,0.0324,0,19.802
40,11651,183,0.30754953622818,0.002041418571025,0.2722,183,0.0417,0,27.2155,0.2554,183,0.0439,0,25.543,0.2681,183,0.0491,0,26.8137,0.4142,183,0.0945,0,41.4175,0,183,,,,0.6893,183,0.1035,0,68.932,0,183,,,,0,183,,,,,0,,183,,0.6807,183,0.0776,0,68.0702,0.6338,183,0.0804,0,63.3831,0.5275,183,0.0702,0,52.7498,0.26,183,0.0324,0,25.9977,0.1944,183,0.0266,0,19.4367,0.2583,183,0.0617,0,25.8252,0.4868,183,0.0853,0,48.6795,0.4107,141,0.0564,42,41.072,0.7098,183,0.1218,0,70.9842,0.5688,183,0.0984,0,56.8754,0.521,144,0.0723,39,52.0956,,0,,183,,0.733,183,0.1005,0,73.3001,0.5298,183,0.0875,0,52.9762,0.2983,183,0.0548,0,29.8272,0.2683,183,0.0551,0,26.8337,0.1797,183,0.0265,0,17.9684,0.2338,183,0.0409,0,23.3788,0.3333,183,0.0727,0,33.3323,0.6474,183,0.101,0,64.7381,0.6968,183,0.133,0,69.6795,0.3258,83,0.13,100,32.5835,0.4928,119,0.1237,64,49.2797,0.5572,183,0.0649,0,55.725,0.5167,183,0.0959,0,51.6726,0.5735,183,0.0982,0,57.3504,0.3146,183,0.0438,0,31.4637,0.2496,183,0.0391,0,24.9607,0.1687,183,0.0313,0,16.8684,0.2063,183,0.0324,0,20.6341
41,12264,157,0.277658462524414,0.001197007950395,0.2338,157,0.03,0,23.3776,0.2782,157,0.0361,0,27.8208,0.2644,157,0.0381,0,26.4422,0.4154,157,0.0672,0,41.5355,0,157,,,,0.7444,157,0.0528,0,74.4378,0,157,,,,147,10,0.6926,0.0507,69.2569,0.6933,110,0.0579,47,69.3316,0.6831,157,0.0689,0,68.3131,0.6141,157,0.0441,0,61.4094,0.4368,157,0.0471,0,43.6769,0.2332,157,0.0228,0,23.3157,0.1854,157,0.0168,0,18.5396,0.3114,157,0.0484,0,31.1373,0.4912,157,0.0656,0,49.1166,0.4044,157,0.0581,0,40.4366,0.7275,157,0.0617,0,72.7521,0.5987,133,0.1013,24,59.8699,0.4827,84,0.0647,73,48.267,,0,,157,,0.6496,157,0.0776,0,64.9557,0.4109,157,0.0617,0,41.0947,0.2472,157,0.0458,0,24.7163,0.2445,157,0.0434,0,24.4477,0.1589,157,0.0211,0,15.8923,0.1654,157,0.0662,0,16.5376,0.3216,157,0.0622,0,32.161,0.624,157,0.0856,0,62.395,0.5822,157,0.1161,0,58.2216,0.3916,157,0.07,0,39.1604,0.5705,153,0.0528,4,57.0453,,0,,157,,0.6364,157,0.0907,0,63.6421,0.466,157,0.0639,0,46.5982,0.3023,157,0.0512,0,30.2267,0.2176,157,0.0306,0,21.7593,0.1529,157,0.0248,0,15.2895,0.2225,157,0.0322,0,22.249
42,11359,106,0.248360365629196,0.000197301589651,0.2641,106,0.0242,0,26.4146,0.2561,106,0.0347,0,25.6091,0.2441,106,0.0381,0,24.412,0.3201,106,0.0415,0,32.01,0,106,,,,0.6844,106,0.1072,0,68.444,0,106,,,,101,5,0.4225,0.0897,42.2493,0.6261,106,0.0523,0,62.6106,0.5532,62,0.0903,44,55.3239,0.5372,106,0.0685,0,53.7221,0.448,106,0.0516,0,44.7993,0.2503,106,0.024,0,25.0337,0.1835,106,0.0164,0,18.3462,0.2161,106,0.0247,0,21.6092,0.3825,106,0.0441,0,38.252,0.2889,106,0.0255,0,28.888,0.2964,106,0.08,0,29.642,0.3237,106,0.0434,0,32.3702,0.3399,54,0.026,52,33.9885,0.3159,4,0.0095,102,31.5908,0.668,106,0.0369,0,66.7956,0.3167,106,0.0275,0,31.6742,0.211,106,0.0139,0,21.1017,0.1934,106,0.0157,0,19.3427,0.1298,106,0.0067,0,12.9774,0.1731,106,0.0117,0,17.3054,0.2211,106,0.0277,0,22.1073,0.5109,106,0.0389,0,51.0881,0.2654,106,0.0446,0,26.5413,0.2182,106,0.0431,0,21.8209,0.6659,106,0.0443,0,66.5871,,0,,106,,0.4139,39,0.0988,67,41.3912,0.5255,106,0.0862,0,52.5522,0.2377,106,0.0339,0,23.7744,0.1874,106,0.0194,0,18.7384,0.1312,106,0.0168,0,13.1219,0.1885,106,0.0158,0,18.8533
43,12657,126,0.236928328871727,0.000538433087058,0.2308,126,0.0235,0,23.0844,0.2411,126,0.0296,0,24.1148,0.2357,126,0.031,0,23.5749,0.3042,126,0.039,0,30.422,0,126,,,,0.722,126,0.0842,0,72.2039,0,126,,,,105,21,0.4459,0.1019,44.5935,0.5985,126,0.0743,0,59.8538,0.6326,126,0.0696,0,63.2573,0.5037,126,0.0812,0,50.3671,0.3981,126,0.0412,0,39.8102,0.2261,126,0.0193,0,22.6122,0.1779,126,0.0179,0,17.7947,0.2275,126,0.0403,0,22.748,0.3596,126,0.0452,0,35.9628,0.3109,126,0.0455,0,31.0885,0.4286,126,0.1594,0,42.8586,0.3647,126,0.0972,0,36.4732,0.3654,51,0.0363,75,36.5383,,0,,126,,0.6987,126,0.0706,0,69.8701,0.3226,126,0.061,0,32.2618,0.208,126,0.0286,0,20.7959,0.2016,126,0.0358,0,20.1615,0.1396,126,0.02,0,13.9631,0.1799,126,0.0239,0,17.9933,0.2227,126,0.0262,0,22.2726,0.5486,126,0.0683,0,54.8606,0.3058,126,0.0778,0,30.5787,0.2492,126,0.0509,0,24.9203,0.6141,122,0.0879,4,61.4086,0.347,1,0.0,125,34.7024,0.435,31,0.169,95,43.5044,0.4795,126,0.0681,0,47.9497,0.2435,126,0.0417,0,24.3467,0.1972,126,0.032,0,19.719,0.1389,126,0.0283,0,13.89,0.1853,126,0.024,0,18.5338
44,8972,170,0.292639404535294,0.000400430348236,0.2588,170,0.0349,0,25.8795,0.2574,170,0.0263,0,25.7358,0.2782,170,0.0402,0,27.8223,0.329,170,0.0645,0,32.9024,0,170,,,,0.571,170,0.1716,0,57.1005,0,170,,,,2,168,0.3294,0.0019,32.9351,0.5648,170,0.0711,0,56.4754,0.6349,170,0.0555,0,63.4901,0.6253,170,0.0447,0,62.5349,0.5664,170,0.035,0,56.6409,0.2794,170,0.0195,0,27.9374,0.2005,170,0.0142,0,20.0515,0.2428,170,0.0383,0,24.2803,0.3878,170,0.1386,0,38.7771,0.3336,170,0.0829,0,33.3601,0.6581,170,0.1007,0,65.8124,0.531,163,0.1042,7,53.1037,0.4001,92,0.0478,78,40.0136,,0,,170,,0.6778,170,0.0603,0,67.7813,0.5749,170,0.0375,0,57.4908,0.2797,170,0.0356,0,27.9691,0.2597,170,0.0399,0,25.9711,0.1573,170,0.0133,0,15.7257,0.2286,170,0.0206,0,22.8597,0.3287,170,0.0534,0,32.8676,0.5541,170,0.1594,0,55.4149,0.5909,170,0.1282,0,59.0871,0.2892,148,0.0276,22,28.9199,0.4982,164,0.1053,6,49.822,0.4097,91,0.025,79,40.9718,0.5919,154,0.1272,16,59.1852,0.5271,170,0.0675,0,52.7149,0.2797,170,0.0429,0,27.9673,0.2459,170,0.0314,0,24.5872,0.1675,170,0.0277,0,16.7487,0.2183,170,0.0448,0,21.8335
45,11578,167,0.246296003460884,0.000180686809472,0.2355,167,0.018,0,23.5542,0.2178,167,0.0224,0,21.775,0.2161,167,0.0296,0,21.608,0.2702,167,0.0293,0,27.0197,0,167,,,,0.5873,167,0.1095,0,58.7297,0,167,,,,66,101,0.3507,0.0743,35.0655,0.5314,167,0.0807,0,53.1414,0.594,167,0.0631,0,59.4009,0.503,167,0.0727,0,50.3048,0.4395,167,0.0493,0,43.9459,0.2462,167,0.0142,0,24.6164,0.1813,167,0.01,0,18.1326,0.205,167,0.0234,0,20.5013,0.3556,167,0.0447,0,35.559,0.2495,167,0.0288,0,24.9507,0.3088,167,0.114,0,30.8787,0.3307,167,0.0651,0,33.0692,0.3387,60,0.0523,107,33.87,,0,,167,,0.5758,167,0.0642,0,57.5845,0.3617,167,0.0755,0,36.1655,0.2091,167,0.0214,0,20.9053,0.1881,167,0.0204,0,18.8069,0.1297,167,0.0079,0,12.9733,0.1755,167,0.0171,0,17.5511,0.2374,167,0.0238,0,23.7406,0.4952,167,0.0771,0,49.5161,0.4041,167,0.093,0,40.405,0.2047,18,0.0225,149,20.4698,0.5111,167,0.1153,0,51.1093,0.4238,21,0.0155,146,42.3784,0.5371,142,0.0858,25,53.705,0.4207,167,0.0568,0,42.0718,0.2299,167,0.0258,0,22.9871,0.2065,167,0.0163,0,20.6473,0.1372,167,0.0122,0,13.7199,0.1811,167,0.0154,0,18.1081
46,11056,308,0.24960008263588,0.000313370546792,0.2201,308,0.029,0,22.012,0.2091,308,0.0301,0,20.9129,0.223,308,0.033,0,22.3042,0.2549,308,0.0379,0,25.4899,0,308,,,,0.4361,308,0.1167,0,43.6073,0,308,,,,0,308,,,,0.4198,284,0.0676,24,41.9813,0.5937,308,0.0704,0,59.3688,0.5609,308,0.0817,0,56.0881,0.5098,308,0.0489,0,50.9797,0.2485,308,0.0193,0,24.8512,0.1822,308,0.0103,0,18.2156,0.2013,308,0.0238,0,20.1345,0.3141,308,0.0831,0,31.4121,0.2865,179,0.0759,129,28.6549,0.4892,308,0.1196,0,48.918,0.4237,308,0.1198,0,42.3677,0.396,242,0.085,66,39.5963,,0,,308,,0.6468,308,0.0847,0,64.6791,0.4883,308,0.0975,0,48.8347,0.2223,308,0.0198,0,22.2328,0.214,308,0.029,0,21.3958,0.1435,308,0.0149,0,14.3543,0.1948,308,0.0179,0,19.4774,0.2551,308,0.0349,0,25.5079,0.4884,308,0.1344,0,48.8364,0.5163,308,0.1406,0,51.6286,0.2246,255,0.0348,53,22.4559,0.36,125,0.0535,183,35.9959,0.4295,307,0.0431,1,42.9501,0.661,308,0.1094,0,66.0997,0.5558,308,0.1101,0,55.5834,0.2693,308,0.037,0,26.932,0.2159,308,0.0202,0,21.5867,0.1424,308,0.0153,0,14.2418,0.1682,308,0.0183,0,16.8156
47,13435,258,0.208066776394844,0.00013224160648,0.1879,258,0.0168,0,18.7885,0.1917,258,0.0235,0,19.1693,0.1893,258,0.0262,0,18.9286,0.2712,258,0.0323,0,27.1152,0,258,,,,0.4823,258,0.0666,0,48.2295,0,258,,,,245,13,0.4338,0.094,43.3792,0.5084,222,0.0995,36,50.8359,0.5874,258,0.0637,0,58.7392,0.426,258,0.0589,0,42.6044,0.3515,258,0.0301,0,35.1524,0.2103,258,0.0102,0,21.0323,0.1626,258,0.0099,0,16.2626,0.1748,258,0.0224,0,17.4794,0.3455,258,0.0277,0,34.5499,0.2765,258,0.0235,0,27.6495,0.217,258,0.0319,0,21.7015,0.2972,258,0.0402,0,29.7162,0.3513,204,0.036,54,35.1318,,0,,258,,0.5842,258,0.0808,0,58.4228,0.2712,258,0.0454,0,27.1172,0.1857,258,0.0178,0,18.5707,0.1663,258,0.0147,0,16.631,0.1228,258,0.0062,0,12.2796,0.1606,258,0.0106,0,16.0631,0.223,258,0.0199,0,22.296,0.4505,258,0.0672,0,45.0452,0.3097,258,0.084,0,30.9735,0.2211,180,0.0488,78,22.1131,0.512,258,0.13,0,51.2034,0.4089,22,0.0554,236,40.8942,0.5034,226,0.1123,32,50.3358,0.3682,258,0.0747,0,36.8166,0.1825,258,0.0161,0,18.2541,0.1733,258,0.0152,0,17.3332,0.1187,258,0.0113,0,11.8677,0.1617,258,0.0166,0,16.1676
48,11970,136,0.253270477056503,0.000245235598413,0.2339,136,0.0235,0,23.3888,0.2091,136,0.0346,0,20.9055,0.2247,136,0.0424,0,22.4742,0.2746,136,0.0388,0,27.4571,0,136,,,,0.5804,136,0.1354,0,58.0396,0,136,,,,5,131,0.3562,0.103,35.6167,0.5651,136,0.0682,0,56.5138,0.6114,136,0.0542,0,61.1371,0.5211,136,0.0911,0,52.1052,0.4911,136,0.0349,0,49.1137,0.2375,136,0.0162,0,23.7514,0.1777,136,0.0093,0,17.7701,0.2056,136,0.0331,0,20.5617,0.3602,136,0.0693,0,36.0219,0.3026,136,0.0514,0,30.256,0.4536,136,0.151,0,45.3562,0.4736,67,0.1158,69,47.3629,0.353,108,0.0557,28,35.303,,0,,136,,0.7327,136,0.0467,0,73.2704,0.4789,136,0.0593,0,47.8947,0.2365,136,0.0259,0,23.6508,0.2206,136,0.0253,0,22.0612,0.1415,136,0.0119,0,14.1546,0.2049,136,0.0241,0,20.4894,0.2689,136,0.0343,0,26.8911,0.5353,136,0.097,0,53.5327,0.5027,136,0.1076,0,50.2668,0.2369,134,0.0374,2,23.6907,0.347,90,0.0548,46,34.6954,0.3972,106,0.027,30,39.718,0.5059,95,0.1191,41,50.5877,0.4709,136,0.058,0,47.0916,0.2554,136,0.03,0,25.5422,0.21,136,0.0219,0,21.004,0.1433,136,0.0172,0,14.3253,0.1734,136,0.0224,0,17.337
49,12463,185,0.218039572238922,0.000181275871,0.2042,185,0.0164,0,20.4177,0.2207,185,0.0211,0,22.0718,0.2175,185,0.0244,0,21.748,0.3,185,0.0363,0,29.9991,0,185,,,,0.7018,185,0.1287,0,70.181,0,185,,,,175,10,0.5805,0.1032,58.0467,0.6581,185,0.0632,0,65.8099,0.6742,185,0.0586,0,67.4222,0.5663,185,0.0458,0,56.6287,0.3812,185,0.041,0,38.1229,0.201,185,0.0118,0,20.0989,0.1613,185,0.0092,0,16.128,0.2452,185,0.0374,0,24.5192,0.4195,185,0.0586,0,41.9521,0.3235,185,0.0598,0,32.3514,0.5905,185,0.1378,0,59.0485,0.4661,182,0.1263,3,46.6051,0.4851,29,0.0916,156,48.5135,,0,,185,,0.7426,185,0.0478,0,74.2562,0.3519,185,0.0629,0,35.1852,0.2002,185,0.0185,0,20.018,0.1851,185,0.0184,0,18.5074,0.1385,185,0.014,0,13.8479,0.1759,185,0.0175,0,17.5855,0.2353,185,0.0373,0,23.5308,0.5526,185,0.1028,0,55.2642,0.4728,185,0.1157,0,47.282,0.2939,184,0.0787,1,29.3925,0.514,132,0.0704,53,51.3951,0.3235,1,0.0,184,32.3519,0.6436,138,0.1793,47,64.3567,0.377,185,0.0929,0,37.6985,0.2252,185,0.0396,0,22.5174,0.1806,185,0.0194,0,18.0585,0.1259,185,0.0162,0,12.5929,0.1756,185,0.0231,0,17.5646
50,15598,111,0.245693698525429,0.00042741082143,0.2145,111,0.0167,0,21.4522,0.1984,111,0.0285,0,19.8367,0.188,111,0.0249,0,18.8005,0.2717,111,0.0321,0,27.1659,0,111,,,,0.4475,111,0.085,0,44.7544,0,111,,,,105,6,0.4339,0.0974,43.3898,0.5563,55,0.1076,56,55.6276,0.6561,111,0.0382,0,65.6098,0.5167,111,0.0373,0,51.6675,0.4032,111,0.0289,0,40.3197,0.2392,111,0.0155,0,23.9204,0.1826,111,0.0152,0,18.2635,0.2111,111,0.0384,0,21.1065,0.3935,111,0.0273,0,39.3527,0.2873,111,0.0302,0,28.7281,0.2203,111,0.0527,0,22.0263,0.2963,111,0.072,0,29.6309,0.3694,80,0.0326,31,36.944,,0,,111,,0.6715,111,0.05,0,67.1524,0.3614,111,0.0374,0,36.1398,0.2339,111,0.026,0,23.386,0.2044,111,0.029,0,20.4366,0.1347,111,0.0123,0,13.4728,0.1819,111,0.0168,0,18.1863,0.2546,111,0.0231,0,25.4602,0.5633,111,0.0267,0,56.3301,0.5001,111,0.0745,0,50.0083,0.3653,77,0.1381,34,36.5263,0.6813,111,0.1388,0,68.126,0.4785,10,0.0292,101,47.8536,0.6513,111,0.0478,0,65.1337,0.5018,111,0.0581,0,50.1819,0.2203,111,0.0342,0,22.0308,0.2091,111,0.0305,0,20.9119,0.147,111,0.023,0,14.6974,0.1837,111,0.0189,0,18.3674
